,experience_level,employment_type,job_title,company_location,company_size
3366,MI,FT,Data Scientist,US,M
3268,SE,FT,Data Scientist,GB,M
3403,MI,FT,Data Scientist,GB,M
1191,MI,FT,Data Science Lead,GB,M
3201,MI,FT,Data Engineer,ES,M
1949,SE,FT,Data Engineer,US,M
1092,MI,FT,Deep Learning Engineer,US,M
3007,MI,FT,Data Engineer,GB,M
2847,SE,FT,Data Scientist,US,M
1215,SE,FT,Data Engineer,US,M
3465,SE,FT,Data Science Manager,US,L
3141,SE,FT,Data Engineer,US,M
2040,SE,FT,Data Specialist,US,M
1739,MI,FT,Business Data Analyst,IN,L
3132,SE,FT,Data Analyst,US,M
589,EX,FT,Data Engineer,US,M
1649,EX,FT,Data Engineer,US,M
3046,SE,FT,Machine Learning Engineer,US,L
2086,SE,FT,Data Analyst,US,M
1043,SE,FT,Data Engineer,US,M
2741,SE,FT,Data Engineer,US,M
2317,SE,FT,Data Engineer,US,M
1791,SE,FT,Research Scientist,US,M
1446,SE,FT,Data Scientist,US,M
3037,SE,FT,Data Architect,US,M
1970,MI,FT,Computer Vision Engineer,FR,S
1682,SE,FT,Data Scientist,US,M
431,SE,FT,Machine Learning Engineer,US,M
2104,SE,FT,Data Scientist,US,M
853,SE,FT,Data Analyst,US,M
1966,EN,FT,Data Analyst,US,M
2907,SE,FT,Data Scientist,US,M
3651,EN,FT,BI Data Analyst,KE,S
1655,MI,FT,Data Analyst,US,M
198,SE,FT,Data Architect,US,M
1667,MI,FT,Data Analyst,US,M
587,SE,FT,Data Engineer,US,M
1085,SE,FT,Research Engineer,US,M
880,SE,FT,Data Analyst,US,M
2822,SE,FT,Data Scientist,US,M
1405,EX,FT,Data Engineer,US,M
645,SE,FT,Data Engineer,US,M
3380,SE,FT,Data Analyst,US,M
2316,EN,FT,Data Scientist,US,M
1169,SE,FT,Data Scientist,US,M
175,SE,FT,Data Analyst,CF,M
757,SE,FT,Data Analyst,US,M
1187,SE,FT,Machine Learning Engineer,US,M
1635,SE,FT,Data Scientist,US,M
774,SE,FT,Data Engineer,US,M
41,MI,FT,Machine Learning Engineer,IN,L
689,MI,FT,Data Scientist,US,M
3631,SE,CT,Staff Data Scientist,US,M
2453,SE,FT,Data Engineer,US,M
3592,MI,FT,Data Engineer,FR,L
3075,MI,FL,Applied Machine Learning Scientist,IN,S
1037,SE,FT,Data Engineer,US,M
1029,SE,FT,Machine Learning Engineer,US,M
379,SE,FT,Data Engineer,US,M
1639,SE,FT,BI Developer,US,M
758,SE,FT,Data Analyst,US,M
466,MI,FT,Data Architect,US,M
1594,SE,FT,Data Engineer,US,M
2160,SE,FT,Data Engineer,CA,M
3199,MI,FT,Data Analyst,ES,M
3749,SE,FT,Data Specialist,US,L
1533,MI,FT,Data Analyst,US,M
2569,EN,FT,Data Scientist,US,L
1467,SE,FT,Data Manager,US,M
1148,MI,FT,Data Analyst,US,M
3454,MI,FT,Principal Data Analyst,CA,S
1890,SE,FT,Cloud Database Engineer,US,M
1220,SE,FT,Data Engineer,US,M
2334,SE,FT,Machine Learning Engineer,US,M
1814,SE,FT,Machine Learning Engineer,US,L
3732,MI,FT,Data Scientist,US,L
1359,SE,FT,Data Scientist,US,M
3712,SE,FT,Data Analytics Manager,US,L
387,MI,FT,Data Scientist,US,M
2937,MI,FT,Data Analytics Consultant,US,L
1134,SE,FT,Data Engineer,US,M
1070,MI,FT,AI Scientist,ES,L
1581,MI,FT,Data Scientist,US,M
1402,EN,FT,BI Developer,US,M
2167,SE,FT,Data Analyst,US,M
2227,MI,FT,Data Scientist,US,M
3739,MI,FT,Data Engineer,NL,L
1665,SE,FT,Data Engineer,US,M
2941,SE,FT,Data Scientist,US,M
2082,MI,FT,Data Scientist,US,M
2077,MI,FT,Machine Learning Researcher,US,M
666,SE,FT,Data Analyst,US,M
458,EN,FT,Data Engineer,US,M
269,SE,FT,Analytics Engineer,US,M
1002,SE,FT,Data Scientist,US,M
2230,SE,FT,Data Scientist,US,M
3638,MI,FT,Data Scientist,DE,S
2555,SE,FT,Data Architect,US,M
3560,EN,FT,Machine Learning Scientist,US,L
883,SE,FT,Data Analyst,US,M
2336,SE,FT,Data Engineer,US,M
1393,SE,FT,Data Analyst,US,M
1532,SE,FT,Data Engineer,US,M
2323,SE,FT,Analytics Engineer,US,M
2459,SE,FT,Data Engineer,US,M
13,EN,FT,Applied Scientist,US,L
2976,MI,FT,Data Science Manager,US,M
2698,MI,FT,BI Data Analyst,AU,L
2528,SE,FT,Data Architect,US,M
2046,SE,FT,Data Scientist,ES,M
2710,EX,FT,Data Engineer,US,M
3642,SE,FT,Lead Data Scientist,US,S
1380,SE,FT,Machine Learning Engineer,US,M
3586,MI,FT,Data Engineer,US,L
1018,SE,FT,Machine Learning Engineer,US,M
2124,SE,FT,Data Engineer,US,M
2110,SE,FT,Data Engineer,US,M
3406,MI,FT,Data Scientist,US,M
3395,SE,FT,Data Analyst,US,M
3669,MI,FT,Data Scientist,CL,L
3028,SE,FT,Data Scientist,US,M
1694,SE,FT,Applied Scientist,US,L
2923,EN,PT,Computer Vision Software Engineer,DK,L
2656,SE,FT,Data Engineer,PT,M
3550,MI,FT,Data Engineer,US,L
1558,SE,FT,Data Science Manager,US,M
39,EN,FT,Data Quality Analyst,NG,L
507,SE,FT,Data Analyst,US,M
1515,SE,FT,Data Scientist,US,M
670,SE,FT,Machine Learning Engineer,US,M
3035,MI,FT,Lead Data Scientist,GB,S
1146,SE,FT,Machine Learning Software Engineer,US,M
2874,SE,FT,Data Scientist,US,M
2601,SE,FT,Data Scientist,US,M
3297,MI,FT,Data Analyst,US,M
2147,SE,FT,Machine Learning Software Engineer,CA,M
1904,SE,FT,Data Engineer,US,M
1086,SE,FT,Research Engineer,US,M
1112,SE,FT,Data Analyst,US,M
59,EX,FT,Data Scientist,US,M
3105,SE,FT,Machine Learning Engineer,US,M
1431,MI,FT,Machine Learning Engineer,US,M
2475,SE,FT,Data Analyst,US,M
684,MI,FT,Data Analyst,US,M
145,SE,FT,Machine Learning Engineer,US,M
2979,SE,FT,Data Scientist,US,M
2437,MI,FT,Data Scientist,US,M
851,MI,FT,Data Scientist,FR,M
3434,EN,FT,Computer Vision Engineer,LU,M
2772,SE,FT,Data Engineer,US,M
148,SE,FT,Data Engineer,US,M
1650,EX,FT,Data Engineer,US,M
1899,SE,FT,Machine Learning Engineer,US,M
724,SE,FT,Analytics Engineer,US,M
1584,SE,FT,Data Analyst,US,M
917,MI,FT,Data Analyst,GB,M
2894,SE,FT,Data Scientist,US,M
567,SE,FT,Machine Learning Scientist,US,M
1275,MI,FT,Data Analyst,US,M
1733,SE,FT,Data Analyst,US,M
2118,MI,FT,Business Data Analyst,US,M
35,MI,FT,Data Engineer,US,M
88,SE,FT,Data Engineer,US,M
3662,EN,FT,Data Scientist,FR,M
1499,SE,FT,Data Scientist,US,M
2401,SE,FT,Data Architect,US,M
3264,SE,FT,Data Analyst,US,M
2071,MI,FT,Machine Learning Researcher,US,M
2589,SE,FT,Product Data Scientist,SG,L
605,MI,FT,Data Analyst,US,M
934,SE,FT,Data Engineer,US,M
365,MI,FT,Data Analyst,US,M
1631,SE,FT,ML Engineer,US,M
3232,SE,FT,Data Scientist,US,M
3519,EX,FT,Head of Data,RU,L
1449,SE,FT,Data Scientist,US,M
1827,SE,FT,Data Scientist,US,M
2793,SE,FT,Machine Learning Engineer,US,L
2681,SE,FT,Data Scientist,US,L
2959,SE,FT,Analytics Engineer,US,M
2206,EN,FT,3D Computer Vision Researcher,CR,S
3023,MI,FT,Data Analyst,IN,S
2844,SE,FT,ETL Developer,US,M
1395,SE,FT,Data Engineer,US,M
2864,SE,FT,Data Engineer,US,M
2821,SE,FT,Data Architect,US,M
1390,MI,FT,Data Analyst,US,M
2737,SE,FT,Analytics Engineer,US,M
1713,SE,FT,Data Scientist,US,M
3308,SE,FT,Data Engineer,US,M
1235,EN,FT,Data Analyst,US,M
904,SE,FT,Machine Learning Engineer,US,M
1410,SE,FT,Data Scientist,US,M
664,SE,FT,Data Engineer,US,M
2580,SE,FT,Data Engineer,US,M
611,EN,FT,Data Engineer,US,M
2955,MI,FT,Data Scientist,NL,S
333,SE,FT,Data Analyst,US,M
3138,EN,FT,Data Analyst,PT,M
1174,MI,FT,Data Engineer,US,M
753,MI,FT,Analytics Engineer,US,M
652,SE,FT,Data Analyst,US,M
381,SE,FT,Data Analyst,US,M
3012,SE,FT,Machine Learning Engineer,US,M
916,MI,FT,Data Analyst,GB,M
3375,SE,FT,Data Scientist,US,M
1638,SE,FT,Data Engineer,US,M
1404,EX,FT,Data Engineer,US,M
2106,SE,FT,Data Engineer,US,M
685,MI,FT,Data Engineer,US,M
2307,SE,FT,Data Engineer,US,M
1618,MI,FT,Data Engineer,US,M
168,MI,FT,Data Engineer,US,M
1133,SE,FT,Data Engineer,US,M
3374,SE,FT,Data Scientist,US,M
1828,SE,FT,Data Science Consultant,US,M
2917,SE,FT,Data Scientist,US,M
1046,SE,FT,Data Engineer,US,M
3103,SE,FT,Data Analyst,US,M
3310,EX,FT,Head of Data Science,US,M
692,SE,FT,Data Engineer,US,M
1329,EX,FT,Data Engineer,US,M
3091,SE,FT,Data Specialist,US,L
1084,SE,FT,Data Engineer,US,M
3173,SE,FT,Data Engineer,US,M
2800,EN,FT,BI Data Analyst,IN,M
1320,MI,FT,Machine Learning Engineer,GB,M
2465,SE,FT,Data Scientist,US,M
3605,EN,FT,Data Engineer,IN,M
1000,SE,FT,Data Analyst,US,M
2803,SE,FT,Data Engineer,US,L
0,SE,FT,Principal Data Scientist,ES,L
2713,SE,FT,Data Engineer,US,M
3400,SE,FT,Data Scientist,US,M
2805,MI,CT,NLP Engineer,US,S
602,EN,FT,Data Engineer,US,M
3409,SE,FT,Machine Learning Engineer,AE,S
140,SE,FT,Data Scientist,US,M
3016,SE,FT,Data Analyst,GB,M
2241,MI,FT,Data Specialist,US,M
3538,MI,CT,ML Engineer,US,L
1508,SE,FT,Data Engineer,US,M
735,MI,FT,Data Scientist,IN,L
784,SE,FT,Machine Learning Engineer,US,M
440,SE,FT,Applied Scientist,US,L
887,MI,FT,Data Engineer,US,M
2346,SE,FT,Machine Learning Engineer,US,M
2171,SE,FT,Data Analyst,US,M
1858,MI,FT,Data Scientist,FR,M
343,SE,FT,Machine Learning Engineer,US,M
3551,SE,FT,Data Analytics Engineer,DE,L
2616,SE,FT,Data Analyst,US,M
455,SE,FT,Data Engineer,US,M
2612,SE,FT,Data Scientist,US,M
1280,EN,FT,Data Analyst,US,M
2239,SE,FT,Data Engineer,US,M
3354,MI,FT,Data Analyst,GB,M
2023,EN,FT,Data Analyst,US,L
816,EN,FT,Data Engineer,US,M
1871,EN,FT,Data Engineer,US,M
131,SE,FT,Data Engineer,US,M
2778,MI,FT,Data Engineer,GB,M
2006,SE,FT,Machine Learning Engineer,US,M
274,EX,FT,Data Engineer,US,M
739,MI,FT,Machine Learning Engineer,US,M
2002,SE,FT,Data Analyst,US,M
128,SE,FT,Data Engineer,US,M
2067,SE,FT,Applied Scientist,US,M
1165,EN,PT,Data Analyst,IN,L
1200,SE,FT,Machine Learning Engineer,US,M
3289,SE,FT,Data Analyst,CA,M
1585,SE,FT,Data Scientist,US,M
2776,MI,FT,Data Operations Engineer,US,M
1479,SE,FT,Data Engineer,US,M
2624,SE,FT,Data Analyst,US,M
1600,SE,FT,Data Scientist,US,M
1219,SE,FT,Data Engineer,US,M
2812,SE,FT,Analytics Engineer,US,M
1870,MI,FT,Data Engineer,US,M
1764,SE,FT,Machine Learning Engineer,US,M
3591,EN,FT,Data Scientist,US,S
1060,SE,FT,Data Manager,US,M
2174,SE,FT,Data Engineer,US,M
3154,MI,FT,Data Engineer,DE,S
1528,EN,FT,AI Developer,BA,S
2565,SE,FT,Data Analyst,US,M
1429,SE,FT,Data Scientist,US,M
3082,SE,FT,Data Architect,US,M
1786,SE,FT,Data Scientist,US,M
1950,MI,FT,Data Analyst,US,M
1209,SE,FT,Machine Learning Engineer,US,M
1416,EN,FT,Data Engineer,US,M
3607,MI,FT,Lead Data Scientist,AE,L
2292,SE,FT,Data Scientist,US,M
892,SE,FT,Data Engineer,US,M
296,EX,FT,Analytics Engineer,US,M
2929,SE,FT,Data Scientist,US,M
2282,SE,FT,Data Science Manager,US,M
1116,SE,FT,Machine Learning Engineer,US,M
1212,SE,FT,Data Engineer,US,M
48,SE,FT,Data Scientist,US,M
90,SE,FT,Data Engineer,US,M
1476,SE,FT,Data Engineer,US,L
3064,EX,FT,Research Scientist,NL,L
1873,EN,FT,Data Science Consultant,IT,M
3431,SE,FT,Machine Learning Engineer,IE,S
2701,SE,FT,Data Engineer,US,L
1389,SE,FT,Data Engineer,US,M
3554,MI,FT,Data Scientist,US,S
1893,MI,FT,Data Engineer,US,M
93,SE,FT,Data Scientist,US,M
3040,SE,FT,Data Engineer,US,L
1605,EX,FT,Data Scientist,US,M
1615,SE,FT,Data Scientist,US,M
472,EX,FT,Data Engineer,US,M
3181,MI,FT,ETL Developer,GR,M
1120,SE,FT,Machine Learning Engineer,US,M
133,SE,FT,Machine Learning Engineer,US,L
420,EN,FT,Research Engineer,US,M
1452,SE,FT,Data Analyst,US,M
1321,SE,FT,Computer Vision Software Engineer,CA,L
3501,MI,FT,Big Data Engineer,RO,M
3379,SE,FT,Data Scientist,US,M
3694,MI,FT,Machine Learning Engineer,SI,L
2729,SE,FT,Data Engineer,US,M
1175,SE,FT,Machine Learning Infrastructure Engineer,FR,M
2497,SE,FT,Data Analyst,US,M
1876,EN,FT,Data Engineer,US,M
2179,EN,FT,Machine Learning Engineer,US,M
2650,EN,FT,BI Data Analyst,US,L
3312,EX,FT,Analytics Engineer,US,M
938,SE,FT,Data Scientist,US,M
1019,SE,FT,Lead Data Scientist,US,L
2715,SE,FT,Data Engineer,US,L
2659,SE,FT,Data Engineer,US,M
3528,MI,FT,Data Scientist,CA,L
172,SE,FT,Data Engineer,US,M
232,SE,FT,Data Scientist,US,M
2826,EX,FT,Data Science Manager,US,M
2025,MI,FT,MLOps Engineer,US,M
3728,MI,FT,Data Scientist,ES,M
212,SE,FT,Machine Learning Engineer,US,M
3168,SE,FT,Data Engineer,US,L
2209,SE,FT,Data Engineer,US,M
1511,SE,FT,Data Engineer,US,M
185,MI,FT,ETL Engineer,GB,M
2975,EN,FT,BI Data Analyst,BR,L
961,SE,FT,Data Engineer,US,M
3270,SE,FT,Data Scientist,US,M
1948,SE,FT,Data Engineer,US,M
2273,MI,FT,Data Analyst,CA,M
2996,SE,FT,Data Architect,US,M
1548,EN,FT,AI Developer,MK,S
2471,EN,FT,Data Analyst,US,L
1799,SE,FT,Data Engineer,US,M
2245,MI,FT,Deep Learning Engineer,GB,M
2097,SE,FT,Analytics Engineer,US,M
1185,SE,FT,Machine Learning Engineer,US,M
479,EX,FT,Director of Data Science,US,M
881,SE,FT,Data Analyst,US,M
1998,SE,FT,Data Engineer,US,M
2207,SE,FT,Data Engineer,US,L
2932,MI,FT,Applied Machine Learning Scientist,US,M
3480,EN,FT,Data Scientist,US,S
178,SE,FT,Data Engineer,US,M
1312,SE,FT,Research Scientist,US,M
87,SE,FT,Data Engineer,US,M
2552,SE,FT,Data Analyst,US,M
135,MI,FT,Data Engineer,US,M
236,SE,FT,Data Engineer,US,M
1500,SE,FT,Data Engineer,US,M
3441,SE,FT,Data Engineer,US,M
737,EN,FT,AI Developer,SE,M
3388,SE,FT,Data Analyst,US,M
2088,SE,FT,Data Engineer,US,M
2157,MI,FT,Data Scientist,US,M
3753,EN,CT,Business Data Analyst,US,L
3290,SE,FT,Data Analyst,CA,M
3637,SE,FT,Lead Data Engineer,US,S
616,EN,FT,Data Engineer,US,M
1480,EN,FT,Data Scientist,US,M
1493,SE,FT,Data Engineer,US,M
1702,MI,FT,Data Scientist,US,M
1592,SE,FT,Data Scientist,US,M
827,SE,FT,Data Analyst,US,M
1887,SE,FT,Data Scientist,US,M
923,SE,FT,Data Engineer,US,M
3741,MI,FT,Data Scientist,US,M
242,SE,FT,Data Scientist,US,L
357,SE,FT,Data Scientist,US,M
375,SE,FT,Data Analytics Manager,US,M
3481,EN,PT,Data Scientist,DZ,M
922,SE,FT,Data Engineer,US,M
1130,SE,FT,Machine Learning Engineer,US,M
3169,SE,FT,Data Engineer,US,L
264,SE,FT,Data Scientist,ES,M
1746,EN,FT,Data Scientist,US,M
1659,SE,FT,Machine Learning Engineer,US,M
3576,EN,PT,ML Engineer,DE,S
2148,SE,FT,Machine Learning Software Engineer,CA,M
3323,SE,FT,Data Engineer,US,M
169,SE,FT,Analytics Engineer,US,M
796,MI,FT,Data Analytics Manager,US,M
2614,SE,FT,Data Engineer,US,M
363,SE,FT,Data Scientist,US,M
1397,EX,FT,Head of Data Science,US,M
240,SE,FT,Data Scientist,US,M
1929,SE,FT,Data Engineer,US,M
1295,SE,FT,Data Analyst,US,M
2832,EX,FT,Data Engineer,US,M
395,EN,FT,Data Engineer,US,M
306,SE,FT,Data Scientist,US,M
1065,SE,FT,Data Analyst,US,M
2621,SE,FT,Data Science Consultant,US,M
3678,MI,FT,Data Scientist,IN,M
2755,SE,FT,Data Analyst,US,M
2725,SE,FT,Data Scientist,US,L
1357,SE,FT,Data Engineer,US,M
1943,MI,FT,Data Engineer,US,M
948,SE,FT,Data Analyst,US,M
19,MI,FT,Data Analyst,US,M
288,SE,FT,Data Scientist,US,M
305,SE,FT,Data Engineer,US,M
2540,SE,FT,Data Engineer,US,M
459,SE,FT,Data Engineer,US,M
3279,SE,FT,Data Science Manager,US,M
2017,EN,FT,BI Data Analyst,DE,L
1074,SE,FT,Data Scientist,US,M
3644,EN,FT,Big Data Engineer,IN,L
548,SE,FT,Data Engineer,US,M
16,SE,FT,Data Modeler,US,M
1014,SE,FT,Machine Learning Engineer,US,M
3720,MI,FT,Big Data Engineer,MD,S
3191,SE,FT,Data Analyst,US,M
3746,MI,FT,Data Scientist,IL,M
3293,SE,FT,Data Engineer,US,L
2392,SE,FT,Data Engineer,US,M
828,SE,FT,Data Analyst,US,M
3423,MI,FT,Data Scientist,IN,L
3721,SE,FL,Computer Vision Engineer,US,S
1351,SE,FT,BI Developer,US,M
3246,SE,FT,Data Analyst,US,M
2428,SE,FT,Data Engineer,US,M
1188,SE,FT,Machine Learning Engineer,US,M
1477,SE,FT,Data Engineer,US,L
74,SE,FT,Computer Vision Engineer,US,M
8,SE,FT,Data Scientist,CA,M
886,MI,FT,Data Engineer,US,M
3611,MI,FT,Data Architect,US,L
697,SE,FT,Data Scientist,US,M
1729,MI,FT,Research Engineer,US,M
3744,SE,FT,Machine Learning Engineer,HR,S
2770,SE,FT,Data Scientist,US,M
2905,SE,FT,Data Scientist,US,M
583,MI,FT,Data Scientist,GB,M
2833,EX,FT,Data Engineer,US,M
91,SE,FT,Data Scientist,ES,M
218,SE,FT,Applied Data Scientist,FI,M
2201,SE,FT,Data Engineer,US,M
1454,SE,FT,Data Analyst,US,M
2322,SE,FT,Data Engineer,US,M
3306,SE,FT,Data Analyst,US,M
2953,MI,FT,Data Scientist,US,M
1691,SE,FT,Data Engineer,US,M
952,SE,FT,Data Engineer,US,M
1625,SE,FT,Data Scientist,US,M
2493,SE,FT,Data Scientist,US,M
915,SE,FT,Data Scientist,US,M
2480,SE,FT,Data Scientist,US,M
2854,SE,FT,Data Engineer,US,M
704,MI,FT,Data Analyst,US,M
2429,SE,FT,Data Engineer,US,M
809,SE,FT,BI Analyst,US,M
199,SE,FT,Data Architect,US,M
846,MI,FT,Research Scientist,US,M
3227,MI,FT,Data Engineer,US,M
2053,SE,FT,Data Scientist,US,M
3553,EN,FT,Data Analyst,US,M
956,SE,FT,Research Scientist,US,M
3026,MI,FT,BI Data Analyst,DE,S
3319,SE,FT,Data Scientist,US,L
2383,SE,FT,Machine Learning Engineer,US,M
2685,SE,CT,Data Analyst,US,M
3679,MI,FT,Data Scientist,GB,L
2010,SE,FT,Machine Learning Engineer,MX,M
405,EN,FT,Research Engineer,US,M
2593,MI,FT,Data Analyst,US,M
2967,MI,FT,Machine Learning Engineer,GB,L
2419,MI,FT,Data Engineer,US,M
284,SE,FT,Data Scientist,US,M
1923,SE,FT,Data Engineer,US,M
2809,SE,FT,Data Engineer,US,M
3121,SE,FT,Data Scientist,US,L
188,SE,FT,Data Engineer,US,M
783,SE,FT,Machine Learning Engineer,US,M
1971,SE,FT,Data Engineer,US,M
1692,SE,FT,Data Scientist,US,M
1311,SE,FT,Research Scientist,US,M
1530,SE,FT,Data Engineer,US,M
800,SE,FT,Data Architect,US,M
2303,SE,FT,Data Analyst,US,M
3196,MI,FT,Data Analyst,GB,M
621,MI,FT,Data Engineer,US,M
1193,SE,FT,Data Scientist,US,M
909,MI,FT,Machine Learning Infrastructure Engineer,US,M
3639,SE,FT,Machine Learning Engineer,IN,L
3459,MI,FT,Research Scientist,AT,L
3067,EX,FT,Data Science Manager,US,M
1291,MI,FT,Data Analyst,US,M
576,SE,FT,Data Engineer,CA,M
3231,MI,FT,Data Science Manager,US,M
3735,EN,PT,AI Scientist,US,S
2451,EN,FT,Data Engineer,GB,M
1866,MI,FT,Data Engineer,US,M
1521,SE,FT,BI Analyst,US,M
2962,SE,FT,Data Engineer,US,M
1233,SE,FT,Data Engineer,US,M
3626,EN,FT,Data Scientist,US,L
3499,EN,FT,Data Analyst,US,M
2003,SE,FT,Data Engineer,US,M
14,EN,FT,Applied Scientist,US,L
3360,SE,FT,Data Scientist,US,M
1783,SE,FT,Data Scientist,US,M
253,SE,FT,Data Analyst,US,M
186,EN,FT,Data Analyst,US,M
2859,SE,FT,Data Engineer,US,M
2189,SE,FT,Data Engineer,US,M
1677,SE,FT,Data Scientist,US,M
2534,SE,FT,Data Engineer,US,M
2219,SE,FT,Analytics Engineer,US,M
465,MI,FT,Data Architect,US,M
2247,SE,FT,Data Engineer,US,M
2225,SE,FT,Data Engineer,US,M
3458,EN,FT,Data Engineer,DE,M
1933,EX,FT,Data Engineer,US,M
1277,MI,FT,Data Analyst,GB,M
1335,MI,FT,Data Scientist,US,M
3610,MI,FT,Head of Data Science,US,S
2269,MI,FT,Data Engineer,US,M
3281,SE,FT,Data Scientist,US,M
1926,MI,FT,Data Engineer,GB,M
3251,SE,FT,Data Engineer,US,M
2723,SE,FT,Data Analyst,US,M
2496,SE,FT,Data Analyst,US,M
118,SE,FT,Analytics Engineer,US,M
1704,MI,FT,Machine Learning Research Engineer,GB,L
1710,MI,FT,Machine Learning Engineer,GB,M
2634,SE,FT,Data Engineer,US,M
2797,SE,FT,Data Architect,US,M
875,MI,FT,Data Engineer,US,M
3054,SE,FT,Data Scientist,US,L
960,SE,FT,Data Engineer,US,M
2152,SE,FT,ML Engineer,US,M
2524,EN,FT,Data Scientist,US,M
3697,EX,FT,Director of Data Science,US,L
2578,EN,FT,Power BI Developer,IN,L
477,SE,FT,Data Engineer,US,M
3396,SE,FT,Data Scientist,US,M
557,SE,FT,Data Analyst,US,M
3342,SE,FT,Data Architect,US,M
159,SE,FT,Data Engineer,US,M
1091,MI,FT,Deep Learning Engineer,US,M
1912,MI,FT,Data Analyst,US,M
807,SE,FT,Data Engineer,US,M
427,SE,FT,Machine Learning Engineer,US,M
3102,MI,FT,Data Scientist,GB,M
1373,SE,FT,Data Engineer,US,M
790,MI,FT,Data Scientist,US,M
713,MI,FT,Financial Data Analyst,US,L
2016,SE,FT,Data Analyst,US,M
2281,SE,FT,Data Science Manager,US,M
505,SE,FT,Machine Learning Engineer,US,M
2615,SE,FT,Data Engineer,US,M
147,SE,FT,Data Engineer,US,M
1778,SE,FT,Data Scientist,CA,M
500,SE,FT,Data Engineer,US,M
121,SE,FT,Machine Learning Engineer,US,M
1015,SE,FT,Data Architect,US,M
464,SE,FT,Data Scientist,US,M
823,SE,FT,Data Scientist,US,M
1792,SE,FT,Data Scientist,CA,M
3542,MI,FT,Data Engineer,PL,L
2676,SE,FT,Data Analyst,ES,M
1264,EX,FT,Data Engineer,US,M
3552,SE,FT,Lead Data Analyst,US,L
864,EN,FT,Data Analyst,US,M
1686,SE,FT,BI Developer,US,M
2413,MI,FT,Data Analyst,US,M
659,SE,FT,Cloud Database Engineer,US,L
468,SE,FT,Data Scientist,US,M
838,MI,FT,Data Engineer,MX,M
1911,MI,FT,Data Analyst,US,M
1523,MI,FT,Data Analyst,US,M
2182,SE,FT,Data Analyst,US,M
2488,SE,FT,Data Analyst,US,M
2908,SE,FT,Data Analyst,US,L
2522,EX,FT,Analytics Engineer,US,M
1111,EN,FT,Data Analyst,US,M
454,MI,FT,Data Analyst,GB,M
2011,MI,FT,Data Analyst,GB,M
2074,MI,FT,Machine Learning Engineer,US,M
2377,SE,FT,Data Analyst,US,M
3589,EN,FT,Data Scientist,IN,M
3090,SE,FT,Data Scientist,US,L
688,SE,FT,Data Science Manager,US,M
3624,SE,FT,Data Scientist,TR,L
1716,SE,FT,Data Scientist,US,M
2916,EX,FT,AI Scientist,US,S
3047,SE,FT,Machine Learning Engineer,US,L
1989,MI,FT,Data Engineer,US,M
194,SE,FT,Data Scientist,US,M
728,MI,FT,ML Engineer,US,M
951,SE,FT,Data Engineer,US,M
452,SE,FT,Data Engineer,US,M
2990,SE,FT,Machine Learning Engineer,US,M
2044,MI,FT,Data Analyst,US,M
978,SE,FT,Data Analyst,US,M
1513,MI,FT,Data Engineer,US,M
485,MI,FT,Research Scientist,US,M
929,MI,FT,Data Engineer,US,M
596,MI,FT,Data Engineer,US,M
919,SE,FT,Data Analyst,US,M
1913,SE,FT,Applied Scientist,US,M
1986,SE,FT,Research Scientist,US,M
1566,SE,FT,Data Analyst,ES,M
3397,SE,FT,Data Scientist,US,M
1606,EX,FT,Data Scientist,US,M
303,SE,FT,Data Scientist,US,M
717,SE,FT,Data Scientist,US,M
1100,SE,FT,Data Scientist,US,M
705,MI,FT,Data Engineer,GB,M
3249,SE,FT,Data Engineer,US,M
2495,SE,FT,Data Scientist,US,M
2190,SE,FT,Data Engineer,US,M
438,SE,FT,Data Scientist,IE,M
256,SE,FT,Data Analyst,US,M
3546,EN,FT,Data Analyst,FR,M
3125,MI,FT,Data Analyst,SG,M
1045,SE,FT,Data Analyst,US,M
1068,MI,FT,Applied Machine Learning Engineer,US,M
1995,EN,FT,Data Engineer,US,M
528,SE,FT,AI Scientist,IL,L
2926,SE,FT,Data Scientist,US,M
1386,MI,FT,Research Scientist,IN,L
437,SE,FT,Data Scientist,IE,M
1840,SE,FT,Applied Machine Learning Scientist,US,M
3682,EN,FT,Data Engineer,JP,S
2903,SE,FT,Data Engineer,GB,M
2669,SE,FT,Data Analyst,US,M
814,SE,FT,Data Engineer,US,M
845,MI,FT,Research Scientist,US,M
970,MI,FT,Research Scientist,US,M
3471,MI,FT,Data Engineer,FR,M
2802,SE,FT,Data Engineer,US,M
2504,SE,FT,Data Engineer,US,M
1928,SE,FT,Data Engineer,US,M
1208,EN,FT,Research Engineer,GB,M
2092,SE,FT,Data Engineer,US,M
3411,EX,FT,Data Engineer,US,M
950,SE,FT,Data Engineer,US,M
1337,MI,FT,Data Engineer,ES,M
668,SE,FT,Data Scientist,US,M
2283,SE,FT,Data Scientist,US,M
1654,MI,FT,Data Engineer,ES,M
1197,EN,FT,Data Analyst,US,M
2599,SE,FT,Data Scientist,US,M
2427,SE,FT,Cloud Data Engineer,SK,S
2202,SE,FT,Data Engineer,US,M
1953,SE,FT,Data Scientist,ES,M
3705,EN,FT,Big Data Engineer,CH,L
3513,EN,FT,Data Engineer,US,L
3257,SE,FT,Data Analyst,US,M
3136,SE,FT,Machine Learning Engineer,US,L
761,SE,FT,Machine Learning Engineer,US,M
2940,MI,FT,BI Data Analyst,AU,M
263,SE,FT,Data Analyst,US,M
